128,2,0.00671739
128,2,0.00698398
128,2,0.00695394
128,2,0.00698304
128,2,0.0068531
128,2,0.00673922
128,2,0.00693968
128,2,0.0069948
128,2,0.00698341
128,2,0.00681235
256,2,0.0147438
256,2,0.0148947
256,2,0.0143244
256,2,0.0150139
256,2,0.0139837
256,2,0.0164348
256,2,0.0149471
256,2,0.014447
256,2,0.0151231
256,2,0.0133776
512,2,0.0373035
512,2,0.0378562
512,2,0.0373247
512,2,0.0368538
512,2,0.0373039
512,2,0.0353035
512,2,0.0378562
512,2,0.0363247
512,2,0.0368538
512,2,0.0373039
1024,2,0.146072
1024,2,0.145028
1024,2,0.145736
1024,2,0.144028
1024,2,0.150028
1024,2,0.146072
1024,2,0.145028
1024,2,0.145736
1024,2,0.154028
1024,2,0.150028
2048,2,1.10536
2048,2,1.08495
2048,2,1.09116
2048,2,1.19416
2048,2,1.0758
2048,2,1.00536
2048,2,1.09587
2048,2,1.01162
2048,2,1.14162
2048,2,1.05822
4096,2,11.0701
4096,2,10.9799
4096,2,11.0989
4096,2,11.0011
4096,2,12.222
4096,2,13.0012
4096,2,10.999
4096,2,10.0891
4096,2,10.0113
4096,2,12.2256
