128,1,0.00163832
128,1,0.0016641
128,1,0.00163734
128,2,0.00409192
128,2,0.00415044
128,2,0.00412551
128,4,0.00749947
128,4,0.00742765
128,4,0.00745088
128,2,1,ps,0.00159209
128,2,1,ps,0.00156422
128,2,1,ps,0.00156172
128,2,2,ps,0.0011157
128,2,2,ps,0.00112489
128,2,2,ps,0.0011269
128,2,4,ps,0.000980246
128,2,4,ps,0.00102854
128,2,4,ps,0.000989813
128,2,1,pd,0.00163289
128,2,1,pd,0.00161161
128,2,1,pd,0.00166905
128,2,2,pd,0.00119593
128,2,2,pd,0.00119421
128,2,2,pd,0.0012046
128,2,4,pd,0.00104429
128,2,4,pd,0.0010414
128,2,4,pd,0.00105257
