128,1,ps,0.0014284
128,1,ps,0.00143785
128,1,ps,0.00143691
128,1,ps,0.00143342
128,1,ps,0.00140645
128,1,ps,0.00139379
128,1,ps,0.00141318
128,1,ps,0.00141891
128,1,ps,0.00140448
128,1,ps,0.00139719
256,1,ps,0.00915193
256,1,ps,0.00917913
256,1,ps,0.00917077
256,1,ps,0.00929647
256,1,ps,0.00922121
256,1,ps,0.00927566
256,1,ps,0.00920877
256,1,ps,0.00912849
256,1,ps,0.00910792
256,1,ps,0.00922319
512,1,ps,0.0715041
512,1,ps,0.0705518
512,1,ps,0.0721033
512,1,ps,0.0706501
512,1,ps,0.0717766
512,1,ps,0.0712607
512,1,ps,0.0704299
512,1,ps,0.071011
512,1,ps,0.0704697
512,1,ps,0.0709418
1024,1,ps,0.596378
1024,1,ps,0.606665
1024,1,ps,0.596785
1024,1,ps,0.580472
1024,1,ps,0.564963
1024,1,ps,0.612858
1024,1,ps,0.594469
1024,1,ps,0.564114
1024,1,ps,0.560758
1024,1,ps,0.57136
2048,1,ps,6.68557
2048,1,ps,6.85553
2048,1,ps,6.63603
2048,1,ps,6.81033
2048,1,ps,6.84518
2048,1,ps,6.57995
2048,1,ps,6.84589
2048,1,ps,6.63188
2048,1,ps,6.72257
2048,1,ps,6.64442
4096,1,ps,91.5132
4096,1,ps,92.1401
4096,1,ps,92.7085
4096,1,ps,92.4011
4096,1,ps,92.1442
4096,1,ps,93.0201
4096,1,ps,92.3367
4096,1,ps,92.2226
4096,1,ps,92.4228
4096,1,ps,92.5546
128,2,ps,0.00360526
128,2,ps,0.00341018
128,2,ps,0.00354103
128,2,ps,0.00348315
128,2,ps,0.00364286
128,2,ps,0.0034953
128,2,ps,0.00322916
128,2,ps,0.00354251
128,2,ps,0.00350245
128,2,ps,0.00323556
256,2,ps,0.0119256
256,2,ps,0.0118929
256,2,ps,0.0118097
256,2,ps,0.0121896
256,2,ps,0.0118939
256,2,ps,0.0118545
256,2,ps,0.0120387
256,2,ps,0.0119157
256,2,ps,0.0117819
256,2,ps,0.0117979
512,2,ps,0.0579488
512,2,ps,0.058216
512,2,ps,0.0576934
512,2,ps,0.0578724
