128,2,1,0.000966361
128,2,1,0.000960798
128,2,1,0.000964298
128,2,1,0.000963359
128,2,1,0.000962556
128,2,1,0.000964001
128,2,1,0.000989088
128,2,1,0.000958351
128,2,1,0.000964898
128,2,1,0.000970322
256,2,1,0.00452453
256,2,1,0.00452538
256,2,1,0.00450392
256,2,1,0.00452179
256,2,1,0.00453362
256,2,1,0.004484
256,2,1,0.00460803
256,2,1,0.00457404
256,2,1,0.00445508
256,2,1,0.0045227
512,2,1,0.035355
512,2,1,0.0356853
512,2,1,0.0353457
512,2,1,0.0353272
512,2,1,0.0354847
512,2,1,0.0353866
512,2,1,0.0353434
512,2,1,0.0352843
512,2,1,0.0353477
512,2,1,0.0351757
1024,2,1,0.256906
1024,2,1,0.259994
1024,2,1,0.261489
1024,2,1,0.261038
1024,2,1,0.259029
1024,2,1,0.257574
1024,2,1,0.258667
1024,2,1,0.256781
1024,2,1,0.256742
1024,2,1,0.256274
2048,2,1,1.95949
2048,2,1,1.9711
2048,2,1,1.97521
2048,2,1,1.96776
2048,2,1,1.97399
2048,2,1,1.97149
2048,2,1,1.97343
2048,2,1,1.95898
2048,2,1,1.97174
2048,2,1,1.95831
4096,2,1,38.5197
4096,2,1,38.3506
4096,2,1,38.3777
4096,2,1,38.305
4096,2,1,38.379
4096,2,1,38.396
4096,2,1,38.3422
4096,2,1,38.3439
4096,2,1,38.2849
4096,2,1,38.1851
128,2,2,0.00110171
128,2,2,0.00111108
128,2,2,0.00111426
128,2,2,0.00111694
128,2,2,0.00112729
128,2,2,0.00110134
128,2,2,0.0011002
128,2,2,0.00113348
128,2,2,0.00111629
128,2,2,0.00111499
256,2,2,0.00462485
256,2,2,0.00463487
256,2,2,0.00459767
256,2,2,0.00459185
256,2,2,0.0046136
256,2,2,0.00451931
256,2,2,0.00461963
256,2,2,0.00454788
256,2,2,0.00451246
256,2,2,0.00457001
512,2,2,0.032649
512,2,2,0.0326689
512,2,2,0.0326498
512,2,2,0.0326005
512,2,2,0.0326576
512,2,2,0.0325451
512,2,2,0.032699
512,2,2,0.0327199
512,2,2,0.0326669
512,2,2,0.0326142
1024,2,2,0.2341
1024,2,2,0.238046
1024,2,2,0.238301
1024,2,2,0.239559
1024,2,2,0.241492
1024,2,2,0.235945
1024,2,2,0.238515
1024,2,2,0.239121
1024,2,2,0.239417
1024,2,2,0.233634
2048,2,2,1.8173
2048,2,2,1.81744
2048,2,2,1.8174
2048,2,2,1.84604
2048,2,2,1.83235
2048,2,2,1.83246
2048,2,2,1.81807
2048,2,2,1.81859
2048,2,2,1.81776
2048,2,2,1.81833
4096,2,2,33.1311
4096,2,2,33.0331
4096,2,2,33.1381
4096,2,2,33.0936
4096,2,2,33.2309
4096,2,2,33.0502
4096,2,2,33.1173
4096,2,2,33.128
4096,2,2,33.0897
4096,2,2,33.1521
128,2,4,0.00472636
128,2,4,0.00483262
128,2,4,0.00464909
128,2,4,0.00468492
128,2,4,0.00465623
128,2,4,0.0046084
128,2,4,0.00467022
128,2,4,0.00480953
128,2,4,0.00456634
128,2,4,0.00471316
256,2,4,0.0117232
256,2,4,0.0117984
256,2,4,0.0119322
256,2,4,0.0117459
256,2,4,0.0117462
256,2,4,0.0117088
256,2,4,0.0117918
256,2,4,0.0119605
256,2,4,0.0119511
256,2,4,0.0116771
512,2,4,0.046664
512,2,4,0.0463104
512,2,4,0.0466605
512,2,4,0.0464989
512,2,4,0.0464732
512,2,4,0.0462235
512,2,4,0.0464494
512,2,4,0.046533
512,2,4,0.046702
512,2,4,0.0464502
1024,2,4,0.264703
1024,2,4,0.262603
1024,2,4,0.264516
1024,2,4,0.264147
1024,2,4,0.266173
1024,2,4,0.268326
1024,2,4,0.266989
1024,2,4,0.261354
1024,2,4,0.265933
1024,2,4,0.269555
2048,2,4,1.89863
2048,2,4,1.90817
2048,2,4,1.87037
2048,2,4,1.87342
2048,2,4,1.87083
2048,2,4,1.88069
2048,2,4,1.88728
2048,2,4,1.87214
2048,2,4,1.87047
2048,2,4,1.88762
4096,2,4,33.2909
4096,2,4,33.2608
4096,2,4,33.3617
4096,2,4,33.3786
4096,2,4,33.357
4096,2,4,33.3207
4096,2,4,33.2943
4096,2,4,33.2907
4096,2,4,33.2047
4096,2,4,33.2862
128,2,8,0.00856688
128,2,8,0.00841513
128,2,8,0.00856789
128,2,8,0.00844906
128,2,8,0.00860279
128,2,8,0.00838096
128,2,8,0.00847011
128,2,8,0.00851644
128,2,8,0.0084369
128,2,8,0.00857672
256,2,8,0.0190773
256,2,8,0.0193369
256,2,8,0.0191696
256,2,8,0.0190422
256,2,8,0.0192265
256,2,8,0.0192661
256,2,8,0.0192503
256,2,8,0.0190161
256,2,8,0.019132
256,2,8,0.019336
512,2,8,0.0615254
512,2,8,0.061174
512,2,8,0.0611389
512,2,8,0.0613148
512,2,8,0.0613157
512,2,8,0.0614227
512,2,8,0.0614584
512,2,8,0.0611142
512,2,8,0.0611076
512,2,8,0.0614264
1024,2,8,0.296139
1024,2,8,0.298682
1024,2,8,0.291033
1024,2,8,0.29522
1024,2,8,0.294574
1024,2,8,0.292939
1024,2,8,0.295032
1024,2,8,0.29447
1024,2,8,0.296155
1024,2,8,0.294823
2048,2,8,1.94513
2048,2,8,1.92866
2048,2,8,1.95742
2048,2,8,1.94537
2048,2,8,1.92929
2048,2,8,1.92864
2048,2,8,1.92882
2048,2,8,1.95563
2048,2,8,1.92879
2048,2,8,1.93023
4096,2,8,33.4415
4096,2,8,33.4732
4096,2,8,33.411
4096,2,8,33.5276
4096,2,8,33.5302
4096,2,8,33.4993
4096,2,8,33.4747
4096,2,8,33.5441
4096,2,8,33.4006
4096,2,8,33.4749
128,2,16,0.0162627
128,2,16,0.0162056
128,2,16,0.0160382
128,2,16,0.0159957
128,2,16,0.015952
128,2,16,0.0158007
128,2,16,0.0163677
128,2,16,0.0162371
128,2,16,0.0162913
128,2,16,0.0159063
256,2,16,0.0337863
256,2,16,0.0339923
256,2,16,0.034419
256,2,16,0.0340316
256,2,16,0.0343071
256,2,16,0.0337228
256,2,16,0.0338164
256,2,16,0.0340641
256,2,16,0.0340892
256,2,16,0.0340852
512,2,16,0.0902767
512,2,16,0.089724
512,2,16,0.0903762
512,2,16,0.0903189
512,2,16,0.0906448
512,2,16,0.0901844
512,2,16,0.0904606
512,2,16,0.0906287
512,2,16,0.0904953
512,2,16,0.0904799
1024,2,16,0.356196
1024,2,16,0.35665
1024,2,16,0.352672
1024,2,16,0.352203
1024,2,16,0.355717
1024,2,16,0.349769
1024,2,16,0.354096
1024,2,16,0.352393
1024,2,16,0.349682
1024,2,16,0.346652
2048,2,16,2.04647
2048,2,16,2.05979
2048,2,16,2.05919
2048,2,16,2.04546
2048,2,16,2.04652
2048,2,16,2.04659
2048,2,16,2.04508
2048,2,16,2.06195
2048,2,16,2.07677
2048,2,16,2.08598
4096,2,16,33.79
4096,2,16,33.8056
4096,2,16,33.7139
4096,2,16,33.7446
4096,2,16,33.8478
4096,2,16,33.8237
4096,2,16,33.7452
4096,2,16,33.798
4096,2,16,33.7992
4096,2,16,33.8271
128,2,32,0.0329391
128,2,32,0.0328836
128,2,32,0.0328092
128,2,32,0.0329716
128,2,32,0.0327694
128,2,32,0.0330513
128,2,32,0.0330893
128,2,32,0.0331275
128,2,32,0.0325877
128,2,32,0.032904
256,2,32,0.0663591
256,2,32,0.0665509
256,2,32,0.0664508
256,2,32,0.0667881
256,2,32,0.0669951
256,2,32,0.0669564
256,2,32,0.0666626
256,2,32,0.0666827
256,2,32,0.0668034
256,2,32,0.066638
512,2,32,0.155019
512,2,32,0.155138
512,2,32,0.155252
512,2,32,0.155001
512,2,32,0.155027
512,2,32,0.155569
512,2,32,0.154742
512,2,32,0.15437
512,2,32,0.155598
512,2,32,0.155226
1024,2,32,0.480173
1024,2,32,0.480751
1024,2,32,0.476938
1024,2,32,0.479302
1024,2,32,0.480974
1024,2,32,0.481532
1024,2,32,0.477726
1024,2,32,0.482106
1024,2,32,0.48181
1024,2,32,0.474361
2048,2,32,2.31424
2048,2,32,2.32212
2048,2,32,2.29506
2048,2,32,2.29573
2048,2,32,2.29954
2048,2,32,2.3129
2048,2,32,2.31503
2048,2,32,2.29385
2048,2,32,2.29418
2048,2,32,2.31422
4096,2,32,34.3975
4096,2,32,34.4391
4096,2,32,34.398
4096,2,32,34.449
4096,2,32,34.4854
4096,2,32,34.3562
4096,2,32,34.4295
4096,2,32,34.419
4096,2,32,34.5288
4096,2,32,34.4314
