128,1,6,pd,0.016061
128,1,6,pd,0.0160236
128,1,6,pd,0.0153139
128,2,6,pd,1.29176
128,2,6,pd,1.32598
128,2,6,pd,1.31257
128,4,6,pd,2.96049
128,4,6,pd,3.02496
128,4,6,pd,2.93416
128,8,6,pd,6.38337
128,8,6,pd,6.45792
128,8,6,pd,6.31278
128,16,6,pd,12.0216
128,16,6,pd,12.1366
128,16,6,pd,11.8337
128,32,6,pd,21.6428
128,32,6,pd,21.9892
128,32,6,pd,22.0486
256,1,6,pd,0.0316631
256,1,6,pd,0.0323211
256,1,6,pd,0.0320349
256,2,6,pd,2.56105
256,2,6,pd,2.55427
256,2,6,pd,2.54364
256,4,6,pd,6.2254
256,4,6,pd,5.94992
256,4,6,pd,6.64476
256,8,6,pd,12.9775
256,8,6,pd,12.6213
256,8,6,pd,12.5038
256,16,6,pd,24.2499
256,16,6,pd,24.3646
256,16,6,pd,23.9885
256,32,6,pd,43.9336
256,32,6,pd,43.762
256,32,6,pd,43.5189
512,1,6,pd,0.0705659
512,1,6,pd,0.0716474
512,1,6,pd,0.0703406
512,2,6,pd,5.11136
512,2,6,pd,5.06022
512,2,6,pd,5.05067
512,4,6,pd,12.1119
512,4,6,pd,12.0596
512,4,6,pd,11.9047
512,8,6,pd,26.1329
512,8,6,pd,25.8934
512,8,6,pd,25.0451
512,16,6,pd,47.9423
512,16,6,pd,47.8404
512,16,6,pd,48.8237
512,32,6,pd,87.4806
512,32,6,pd,88.3584
512,32,6,pd,87.3763
1024,1,6,pd,0.171863
1024,1,6,pd,0.175269
1024,1,6,pd,0.174583
1024,2,6,pd,10.1123
1024,2,6,pd,10.1174
1024,2,6,pd,10.138
1024,4,6,pd,23.6711
1024,4,6,pd,24.029
1024,4,6,pd,24.6395
1024,8,6,pd,51.1423
1024,8,6,pd,52.8261
1024,8,6,pd,51.4691
