128,1,8,pd,0.0166641
128,1,8,pd,0.0168267
128,1,8,pd,0.0164162
128,2,8,pd,1.3193
128,2,8,pd,1.31501
128,2,8,pd,1.29627
128,4,8,pd,2.99644
128,4,8,pd,3.02976
128,4,8,pd,2.98566
128,8,8,pd,6.51724
128,8,8,pd,6.27386
128,8,8,pd,6.37988
128,16,8,pd,12.2719
128,16,8,pd,12.3133
128,16,8,pd,12.5295
128,32,8,pd,22.2932
128,32,8,pd,22.4762
128,32,8,pd,22.1273
256,1,8,pd,0.0338869
256,1,8,pd,0.0354469
256,1,8,pd,0.0341983
256,2,8,pd,2.55486
256,2,8,pd,2.5546
256,2,8,pd,2.73235
256,4,8,pd,5.96605
256,4,8,pd,5.98141
256,4,8,pd,6.0062
256,8,8,pd,13.6048
256,8,8,pd,12.8976
256,8,8,pd,12.7721
256,16,8,pd,24.0388
256,16,8,pd,24.9248
256,16,8,pd,24.5273
256,32,8,pd,44.2158
256,32,8,pd,44.3205
256,32,8,pd,44.53
512,1,8,pd,0.0730531
512,1,8,pd,0.0755201
512,1,8,pd,0.103234
512,2,8,pd,5.07977
512,2,8,pd,5.09044
512,2,8,pd,5.12309
512,4,8,pd,12.2233
512,4,8,pd,12.0285
512,4,8,pd,11.9826
512,8,8,pd,26.4518
512,8,8,pd,26.6651
512,8,8,pd,26.4678
512,16,8,pd,50.115
512,16,8,pd,50.0169
512,16,8,pd,49.4576
512,32,8,pd,88.8371
512,32,8,pd,89.8967
512,32,8,pd,89.5041
1024,1,8,pd,0.179105
1024,1,8,pd,0.17955
1024,1,8,pd,0.180897
1024,2,8,pd,10.2696
1024,2,8,pd,10.3955
1024,2,8,pd,10.1924
1024,4,8,pd,24.3937
1024,4,8,pd,24.6609
1024,4,8,pd,24.7155
1024,8,8,pd,53.6232
1024,8,8,pd,52.9983
1024,8,8,pd,52.2401
1024,16,8,pd,98.9075
1024,16,8,pd,99.5706
1024,16,8,pd,100.339
1024,32,8,pd,179.004
1024,32,8,pd,178.941
1024,32,8,pd,179.149
2048,1,8,pd,0.586674
2048,1,8,pd,0.593753
2048,1,8,pd,0.588356
2048,2,8,pd,20.6662
2048,2,8,pd,20.7584
2048,2,8,pd,20.6024
2048,4,8,pd,49.0094
2048,4,8,pd,48.6014
2048,4,8,pd,48.9784
2048,8,8,pd,106.529
2048,8,8,pd,105.907
2048,8,8,pd,105.214
2048,16,8,pd,197.877
2048,16,8,pd,197.561
