128,1,4,pd,0.0139539
128,1,4,pd,0.0139675
128,1,4,pd,0.0139368
128,2,4,pd,1.27313
128,2,4,pd,1.25631
128,2,4,pd,1.30304
128,4,4,pd,3.00553
128,4,4,pd,2.96912
128,4,4,pd,2.96274
128,8,4,pd,6.25664
128,8,4,pd,5.89887
128,8,4,pd,5.82021
128,16,4,pd,11.5991
128,16,4,pd,11.6344
128,16,4,pd,11.612
128,32,4,pd,21.9307
128,32,4,pd,21.4868
128,32,4,pd,21.2798
256,1,4,pd,0.0290466
256,1,4,pd,0.0288278
256,1,4,pd,0.0298347
256,2,4,pd,2.5208
256,2,4,pd,2.48031
256,2,4,pd,2.48582
256,4,4,pd,6.28606
256,4,4,pd,5.8614
256,4,4,pd,5.7578
256,8,4,pd,11.903
256,8,4,pd,12.5025
256,8,4,pd,12.6818
256,16,4,pd,23.6067
256,16,4,pd,23.237
256,16,4,pd,23.2142
256,32,4,pd,42.5405
256,32,4,pd,42.9176
256,32,4,pd,42.7072
512,1,4,pd,0.0655658
512,1,4,pd,0.065355
512,1,4,pd,0.0649995
512,2,4,pd,5.01614
512,2,4,pd,4.94877
512,2,4,pd,4.95565
512,4,4,pd,11.6119
512,4,4,pd,11.9731
512,4,4,pd,11.6428
512,8,4,pd,24.4092
512,8,4,pd,24.4395
512,8,4,pd,23.7237
512,16,4,pd,46.8796
512,16,4,pd,47.0392
512,16,4,pd,46.8371
512,32,4,pd,85.8841
512,32,4,pd,85.2174
512,32,4,pd,85.6095
1024,1,4,pd,0.175831
1024,1,4,pd,0.176425
1024,1,4,pd,0.175785
1024,2,4,pd,9.95923
1024,2,4,pd,9.97567
1024,2,4,pd,9.92807
1024,4,4,pd,23.099
1024,4,4,pd,24.3335
1024,4,4,pd,23.8039
1024,8,4,pd,49.4889
1024,8,4,pd,49.9775
1024,8,4,pd,48.9556
1024,16,4,pd,94.9113
1024,16,4,pd,94.6617
1024,16,4,pd,94.9221
1024,32,4,pd,172.199
1024,32,4,pd,173.358
1024,32,4,pd,173.964
2048,1,4,pd,0.737378
2048,1,4,pd,0.736122
2048,1,4,pd,0.732102
2048,2,4,pd,20.4269
2048,2,4,pd,20.4487
2048,2,4,pd,20.4357
2048,4,4,pd,47.5675
2048,4,4,pd,47.9563
2048,4,4,pd,47.9673
2048,8,4,pd,98.9944
2048,8,4,pd,98.5271
2048,8,4,pd,97.0306
2048,16,4,pd,190.408
2048,16,4,pd,187.1
2048,16,4,pd,187.112
2048,32,4,pd,345.597
2048,32,4,pd,344.976
2048,32,4,pd,345.669
4096,1,4,pd,6.61695
4096,1,4,pd,6.75183
4096,1,4,pd,6.64343
4096,2,4,pd,46.0477
4096,2,4,pd,45.6999
4096,2,4,pd,45.6149
4096,4,4,pd,101.438
4096,4,4,pd,102.944
4096,4,4,pd,102.719
4096,8,4,pd,200.962
4096,8,4,pd,202.245
4096,8,4,pd,202.567
4096,16,4,pd,375.102
4096,16,4,pd,376.869
4096,16,4,pd,375.515
4096,32,4,pd,693.063
